OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35778,YELLOW HAMMERMILL,Well,YELLOW HAMMERMILL,15040006,,,,,32.3631511,-109.2881200,,,,GPS Carrier Phase Static Relative Position,NAD27,3492,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35785,BARNES HOUSE WINDMILL,Well,BARNES HOUSE WINDMILL,15040006,,,,,32.3761155,-109.1299400,,,,GPS Carrier Phase Static Relative Position,NAD27,4292,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-35787,LAZY B RANCH,Well,LAZY B RANCH,15040003,,,,,32.4140013,-109.0738600,,,,GPS Carrier Phase Static Relative Position,NAD27,4682,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36702,PETERSON,Well,PETERSON,15050203,,,,,32.2954166,-110.2043100,,,,GPS Carrier Phase Static Relative Position,NAD27,4395,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36846,STATE LAND-KLUMP-WINDMILL,Well,STATE LAND-KLUMP-WINDMILL,15050201,,,,,32.3248611,-109.7464700,,,,Interpolation-Other,NAD27,4430,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36884,STATE LAND - WINDMILL,Well,STATE LAND - WINDMILL,15040006,,,,,32.3136391,-109.6829200,,,,GPS Carrier Phase Static Relative Position,NAD27,4327,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36966,ROGER HALE,Well,ROGER HALE,15040006,,,,,32.2852275,-109.4574900,,,,GPS Carrier Phase Static Relative Position,NAD27,3802,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36967,HALE - DOMESTIC,Well,HALE - DOMESTIC,15040006,,,,,32.2816666,-109.4572200,,,,Interpolation-Map,NAD27,3811,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-36993,HALE - IRRIGATION,Well,HALE - IRRIGATION,15040006,,,,,32.2790975,-109.4159300,,,,GPS Carrier Phase Static Relative Position,NAD27,3762,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-37177,OWENS - IRRIGATION,Well,OWENS - IRRIGATION,15040006,,,,,32.2899958,-109.1934900,,,,GPS Carrier Phase Static Relative Position,NAD27,3619,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-37188,MATT WELL (WINDMILL),Well,MATT WELL (WINDMILL),15040006,,,,,32.2837766,-109.1717200,,,,GPS Carrier Phase Static Relative Position,NAD27,3687,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-37192,RICHARD MARQUEZ,Well,RICHARD MARQUEZ,15040006,,,,,32.2789586,-109.1850500,,,,GPS Carrier Phase Static Relative Position,NAD27,3630,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38003,WILSON'S PLAMOSA,Well,WILSON'S PLAMOSA,15050203,,,,,32.2278441,-110.2571300,,,,GPS Carrier Phase Static Relative Position,NAD27,3875,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38111,APACHE SPRING,Spring,APACHE SPRING,15050201,,,,,32.1976569,-109.6328500,,,,Interpolation-Other,NAD27,5160,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38192,PARKER - STOCK,Well,PARKER - STOCK,15040006,,,,,32.2425000,-109.2152700,,,,Interpolation-Map,NAD27,3625,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38207,JOHN CHAPMAN,Well,JOHN CHAPMAN,15040006,,,,,32.2364486,-109.1588000,,,,GPS Carrier Phase Static Relative Position,NAD27,3686,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38208,JOHN CHAPMAN,Well,JOHN CHAPMAN,15040006,,,,,32.2363327,-109.1629400,,,,GPS Carrier Phase Static Relative Position,NAD27,3673,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38215,JOHN CHAPMAN,Well,JOHN CHAPMAN,15040006,,,,,32.2284838,-109.1586100,,,,GPS Carrier Phase Static Relative Position,NAD27,3678,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38255,LARRY PARKER,Well,LARRY PARKER,15040006,,,,,32.2071886,-109.1838700,,,,GPS Carrier Phase Static Relative Position,NAD27,3678,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38309,LARRY PARKER,Well,LARRY PARKER,15040006,,,,,32.1863611,-109.2094800,,,,GPS Carrier Phase Static Relative Position,NAD27,3753,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-38952,DIAMOND E SPRING,Spring,DIAMOND E SPRING,15050203,,,,,32.1591308,-110.3472300,,,,GPS Carrier Phase Static Relative Position,NAD27,3760,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39117,EL PASO NATURAL GAS,Well,EL PASO NATURAL GAS,15050201,,,,,32.1086238,-109.6620800,,,,GPS Carrier Phase Static Relative Position,NAD27,4465,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39146,APACHE SPRING,Spring,APACHE SPRING,15040006,,,,,32.1454252,-109.4397500,,,,GPS Carrier Phase Static Relative Position,NAD27,4919,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39163,MAULKINS RANCH WELL,Well,MAULKINS RANCH WELL,15040006,,,,,32.1318380,-109.3691200,,,,GPS Carrier Phase Static Relative Position,NAD27,4698,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39170,TRIANGLE CANYON WINDMILL,Well,TRIANGLE CANYON WINDMILL,15040006,,,,,32.0888102,-109.2590600,,,,GPS Carrier Phase Static Relative Position,NAD27,4602,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39175,PARKER - WINDMILL - STOCK,Well,PARKER - WINDMILL - STOCK,15040006,,,,,32.1613888,-109.2108300,,,,Interpolation-Map,NAD27,3833,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39195,BOHLENDER WELL,Well,BOHLENDER WELL,15040006,,,,,32.1488130,-109.1142200,,,,GPS Carrier Phase Static Relative Position,NAD27,3824,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39827,SHELTON WELL,Well,SHELTON WELL,15050201,,,,,32.0230875,-109.7710500,,,,GPS Carrier Phase Static Relative Position,NAD27,4210,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-39939,THUERAUF WELL,Well,THUERAUF WELL,15050201,,,,,32.0536416,-109.6548000,,,,GPS Carrier Phase Static Relative Position,NAD27,4420,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-40353,ELLIOT DOMESTIC WELL,Well,ELLIOT DOMESTIC WELL,15050202,,,,,31.9611833,-110.4233200,,,,GPS Carrier Phase Static Relative Position,NAD27,4240,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-40799,LOWER RUSTLER SPRING,Spring,LOWER RUSTLER SPRING,15040006,,,,,31.9059722,-109.2771800,,,,GPS Carrier Phase Static Relative Position,NAD27,8404,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-40819,PORTAL LAND CO. WELL,Well,PORTAL LAND CO. WELL,15040006,,,,,31.9182602,-109.1440600,,,,GPS Carrier Phase Static Relative Position,NAD27,4810,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-40829,SILVER CREEK WELL,Well,SILVER CREEK WELL,15040006,,,,,31.9198161,-109.1605200,,,,GPS Carrier Phase Static Relative Position,NAD27,4972,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41134,ADOT PRODUCTION WELL,Well,ADOT PRODUCTION WELL,15050202,,,,,31.9046083,-110.2131600,,,,GPS Carrier Phase Static Relative Position,NAD27,3690,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41238,MEISTERHANS,Well,MEISTERHANS,15050202,,,,,31.8829944,-110.2103500,,,,GPS Carrier Phase Static Relative Position,NAD27,3690,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41315,BUSENBARK,Well,BUSENBARK,15050201,,,,,31.8782333,-109.9058200,,,,GPS Carrier Phase Static Relative Position,NAD27,4905,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41405,AZ FARM WELL-MAJOR,Well,AZ FARM WELL-MAJOR,15080301,,,,,31.8298888,-109.6777300,,,,GPS Carrier Phase Static Relative Position,NAD27,4290,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41463,KAMBITSCH WELL,Well,KAMBITSCH WELL,15080301,,,,,31.8463522,-109.5417100,,,,GPS Carrier Phase Static Relative Position,NAD27,4653,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41492,UNNAMED SPRING,Spring,UNNAMED SPRING,15040006,,,,,31.8826058,-109.2067800,,,,GPS Carrier Phase Static Relative Position,NAD27,5418,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41807,GRIZZLE WELL,Well,GRIZZLE WELL,15080301,,,,,31.7526500,-109.7481000,,,,GPS Carrier Phase Static Relative Position,NAD27,4300,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41833,SCHOENFELDER,Well,SCHOENFELDER,15080301,,,,,31.8180944,-109.7198900,,,,GPS Carrier Phase Static Relative Position,NAD27,4260,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41898,MITCHELL WELL,Well,MITCHELL WELL,15080301,,,,,31.7582194,-109.7016800,,,,GPS Carrier Phase Static Relative Position,NAD27,4200,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41944,KUYKENDALL,Well,KUYKENDALL,15080301,,,,,31.7992558,-109.5009600,,,,GPS Carrier Phase Static Relative Position,NAD27,4918,ft,,,Topographic Map Interpolation,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41954,HORIZONTAL SPRING,Spring,HORIZONTAL SPRING,15080301,,,,,31.7649166,-109.3482500,,,,Interpolation-Other,NAD27,5770,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41977,MANY WELLS WELL,Well,MANY WELLS WELL,15040006,,,,,31.7411522,-109.0859600,,,,GPS Carrier Phase Static Relative Position,NAD27,4254,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-41984,THREE TRIANGLE RANCH,Well,THREE TRIANGLE RANCH,15040006,,,,,31.7266655,-109.0704100,,,,GPS Carrier Phase Static Relative Position,NAD27,4288,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42390,BLM,Well,BLM,15050202,,,,,31.7233916,-110.1878400,,,,GPS Carrier Phase Static Relative Position,NAD27,3850,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42411,CITY OF TOMBSTONE- WELL#2,Well,CITY OF TOMBSTONE- WELL#2,15050202,,,,,31.7226805,-110.0532200,,,,GPS Carrier Phase Static Relative Position,NAD27,4375,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42442,TELLES WELL,Well,TELLES WELL,15080301,,,,,31.7014722,-109.8744400,,,,Interpolation-Other,NAD27,4890,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42450,DAVIS WELL,Well,DAVIS WELL,15080301,,,,,31.6637388,-109.9079800,,,,GPS Carrier Phase Static Relative Position,NAD27,4670,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42452,MC MAHON WELL,Well,MC MAHON WELL,15080301,,,,,31.7079333,-109.7979300,,,,GPS Carrier Phase Static Relative Position,NAD27,4359,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42478,ROBERTSON DOMESTIC WELL,Well,ROBERTSON DOMESTIC WELL,15080301,,,,,31.7147250,-109.6611700,,,,GPS Carrier Phase Static Relative Position,NAD27,4212,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42576,MCALLISTER WELL,Well,MCALLISTER WELL,15080301,,,,,31.6567861,-109.6761300,,,,GPS Carrier Phase Static Relative Position,NAD27,4133,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42652,GIBBONS,Well,GIBBONS,15040006,,,,,31.6465033,-109.2370300,,,,GPS Carrier Phase Static Relative Position,NAD27,4782,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42670,3 TRIANGLE RNCH-S.WINDMIL,Well,3 TRIANGLE RNCH-S.WINDMIL,15040006,,,,,31.6821780,-109.0696400,,,,GPS Carrier Phase Static Relative Position,NAD27,4447,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42892,HUACHUCA CITY/SKYLINE #4,Well,HUACHUCA CITY/SKYLINE #4,15050202,,,,,31.6402555,-110.3310600,,,,GPS Carrier Phase Static Relative Position,NAD27,4331,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-42996,KEEN,Well,KEEN,15080301,,,,,31.5829555,-109.7499800,,,,GPS Carrier Phase Static Relative Position,NAD27,4115,ft,,,Leveling-Non Bench Mark Control Points,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43050,MITCHELL IRRIGATION WELL,Well,MITCHELL IRRIGATION WELL,15080301,,,,,31.5909750,-109.7402800,,,,GPS Carrier Phase Static Relative Position,NAD27,4095,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43135,BOSS WELL,Well,BOSS WELL,15080302,,,,,31.5852763,-109.3373800,,,,GPS Carrier Phase Static Relative Position,NAD27,5171,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43140,"BOSS, R. (WINDMILL)",Well,"BOSS, R. (WINDMILL)",15080302,,,,,31.5628069,-109.3089300,,,,GPS Carrier Phase Static Relative Position,NAD27,4775,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43405,PUEBLO DEL SOL WATER CO,Well,PUEBLO DEL SOL WATER CO,15050202,,,,,31.5106611,-110.2572300,,,,GPS Carrier Phase Static Relative Position,NAD27,4600,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43491,TANNER WELL,Well,TANNER WELL,15080301,,,,,31.5214638,-109.7517400,,,,GPS Carrier Phase Static Relative Position,NAD27,4095,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43610,"BOSS, R. WELL (WINDMILL)",Well,"BOSS, R. WELL (WINDMILL)",15080302,,,,,31.5494744,-109.3016600,,,,GPS Carrier Phase Static Relative Position,NAD27,4575,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43614,KRENTZ RANCH  WELL,Well,KRENTZ RANCH  WELL,15080302,,,,,31.5382700,-109.2099100,,,,GPS Carrier Phase Static Relative Position,NAD27,4448,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43848,PETERSON RANCH SPRING,Spring,PETERSON RANCH SPRING,15050301,,,,,31.4571408,-110.3970200,,,,GPS Carrier Phase Static Relative Position,NAD27,6175,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43856,SUNNYSIDE RANCH WINDMILL,Well,SUNNYSIDE RANCH WINDMILL,15050301,,,,,31.4070900,-110.4218800,,,,GPS Carrier Phase Static Relative Position,NAD27,5575,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-43987,SOLWEI,Well,SOLWEI,15050202,,,,,31.3933333,-110.1083300,,,,Interpolation-Map,NAD27,4200,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44074,CHRISTIANSEN WELL,Well,CHRISTIANSEN WELL,15080301,,,,,31.4013916,-109.6688700,,,,GPS Carrier Phase Static Relative Position,NAD27,4045,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44088,PLACE WELL #2,Well,PLACE WELL #2,15080301,,,,,31.4443666,-109.5990000,,,,GPS Carrier Phase Static Relative Position,NAD27,4055,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44095,PLACE WELL #1,Well,PLACE WELL #1,15080301,,,,,31.4369277,-109.5973000,,,,GPS Carrier Phase Static Relative Position,NAD27,4040,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44113,LA COSTA WATER CO,Well,LA COSTA WATER CO,15080301,,,,,31.4216583,-109.5611800,,,,GPS Carrier Phase Static Relative Position,NAD27,4110,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44147,GLENN RANCH WELL,Well,GLENN RANCH WELL,15080302,,,,,31.3927788,-109.2878200,,,,GPS Carrier Phase Static Relative Position,NAD27,3971,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44149,MCDONALD CATTLE(WINDMILL),Well,MCDONALD CATTLE(WINDMILL),15080302,,,,,31.4570258,-109.1943400,,,,GPS Carrier Phase Static Relative Position,NAD27,4200,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44326,AZ WATER CO/NACO WELL #3,Well,AZ WATER CO/NACO WELL #3,15050202,,,,,31.3482305,-109.9577600,,,,GPS Carrier Phase Static Relative Position,NAD27,4520,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44328,AZ WATER CO- WELL ABB-2,Well,AZ WATER CO- WELL ABB-2,15050202,,,,,31.3471000,-109.9595500,,,,GPS Carrier Phase Static Relative Position,NAD27,4540,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44329,NACO (WESTERN LANDSCAPE),Well,NACO (WESTERN LANDSCAPE),15050202,,,,,31.3505694,-109.9626700,,,,GPS Carrier Phase Static Relative Position,NAD27,4561,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44334,BLOMMER,Well,BLOMMER,15050202,,,,,31.3736472,-109.9191200,,,,GPS Carrier Phase Static Relative Position,NAD27,4742,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44355,EPPELE WELL,Well,EPPELE WELL,15080301,,,,,31.3524527,-109.8727100,,,,GPS Carrier Phase Static Relative Position,NAD27,4630,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44372,NACO WATER #3,Well,NACO WATER #3,15050202,,,,,31.3450119,-109.9359600,,,,GPS Carrier Phase Static Relative Position,NAD27,4570,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44393,CHRISTIANSEN,Well,CHRISTIANSEN,15080301,,,,,31.3624833,-109.7251900,,,,GPS Carrier Phase Static Relative Position,NAD27,4190,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44411,CITY OF DOUGLAS,Well,CITY OF DOUGLAS,15080301,,,,,31.3560388,-109.5868900,,,,GPS Carrier Phase Static Relative Position,NAD27,3905,ft,,,Other,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44434,TERRI GARLAND,Well,TERRI GARLAND,15080302,,,,,31.3574638,-109.3668800,,,,GPS Carrier Phase Static Relative Position,NAD27,4152,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-44463,CHOATE WELL (WINDMILL),Well,CHOATE WELL (WINDMILL),15080302,,,,,31.3518861,-109.1790200,,,,GPS Carrier Phase Static Relative Position,NAD27,4017,ft,,,GPS Code (Pseudo Range) Differential,NGVD29,US,04,003,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45501,NIEL HURT,Well,NIEL HURT,15060202,,,,,34.6185555,-112.4957500,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45520,GEORGE OBARTS,Well,GEORGE OBARTS,15060202,,,,,34.6083055,-112.4188800,,,,Interpolation-Other,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45522,BRADSHAW WATER CO,Well,BRADSHAW WATER CO,15070102,,,,,34.5588305,-112.3496400,,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45525,HUMBOLT WATER CO - OLD,Well,HUMBOLT WATER CO - OLD,15070102,,,,,34.5078611,-112.2326800,,,,GPS Carrier Phase Static Relative Position,NAD27,4400,ft,,,Topographic Map Interpolation,NGVD29,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45526,LITTLE MILL WELL,Well,LITTLE MILL WELL,15070102,,,,,34.6550638,-112.2263700,,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45531,LYNX LAKE CAMPGROUND,Well,LYNX LAKE CAMPGROUND,15070102,,,,,34.5201211,-112.3871200,,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
21ARIZGW,Arizona Department of Environmental Quality,21ARIZGW-45532,WEIR STABLE INC.,Well,WEIR STABLE INC.,15060202,,,,,34.6506111,-112.3152300,,,,GPS Carrier Phase Static Relative Position,NAD27,0,ft,,,,Unknown,US,04,025,,,,,,,,,STORET
